GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,TagChunk,49,0,6,0,13,0,8,0,5,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,TokenTagToken,67,0,2,0,12,0,7,0,6,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,ParseTreePatternMatcher.CannotInvokeStartRule,4,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,TextChunk,28,0,2,0,7,0,4,0,3,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,RuleTagToken,98,0,6,0,24,0,18,0,15,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,ParseTreePatternMatcher,926,0,114,0,183,0,70,0,13,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.runtime.tree.pattern,Chunk,3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObservableMap.PropertyEvent,22,0,0,0,6,0,4,0,4,0
JaCoCo Coverage Report,groovy.util,ObservableSet.ElementEvent,22,0,0,0,6,0,4,0,4,0
JaCoCo Coverage Report,groovy.util,NodePrinter,235,0,28,0,61,0,21,0,7,0
JaCoCo Coverage Report,groovy.util,ObservableList.ObservableIterator,62,0,0,0,15,0,5,0,5,0
JaCoCo Coverage Report,groovy.util,NodeList.new DelegatingMetaClass() {...},67,0,6,0,18,0,7,0,4,0
JaCoCo Coverage Report,groovy.util,ObservableMap,511,0,46,0,120,0,60,0,37,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.new Closure() {...},15,0,2,0,5,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableList.ElementEvent,28,0,0,0,8,0,5,0,5,0
JaCoCo Coverage Report,groovy.util,ObservableList,599,0,56,0,150,0,77,0,49,0
JaCoCo Coverage Report,groovy.util,CharsetToolkit,447,0,114,0,112,0,77,0,20,0
JaCoCo Coverage Report,groovy.util,Eval,76,0,0,0,18,0,6,0,6,0
JaCoCo Coverage Report,groovy.util,ObservableMap.PropertyAddedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObservableList.ChangeType,96,0,7,0,12,0,8,0,2,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine.ScriptClassLoader,410,0,30,0,97,0,27,0,12,0
JaCoCo Coverage Report,groovy.util,ObservableMap.ChangeType,84,0,6,0,11,0,7,0,2,0
JaCoCo Coverage Report,groovy.util,FactoryInterceptorMetaClass,97,0,8,0,25,0,7,0,3,0
JaCoCo Coverage Report,groovy.util,OrderBy,113,0,12,0,30,0,16,0,10,0
JaCoCo Coverage Report,groovy.util,Node,1199,0,176,0,283,0,145,0,57,0
JaCoCo Coverage Report,groovy.util,ObservableMap.PropertyClearedEvent,23,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine.new ClassLoader() {...},3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,Expando,176,0,14,0,51,0,18,0,11,0
JaCoCo Coverage Report,groovy.util,ObservableList.MultiElementRemovedEvent,24,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,IndentPrinter,166,0,8,0,60,0,21,0,17,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper,811,0,24,0,68,0,27,0,15,0
JaCoCo Coverage Report,groovy.util,FileNameByRegexFinder._getFileNames_closure1,157,0,34,0,3,0,19,0,2,0
JaCoCo Coverage Report,groovy.util,Node.new DelegatingMetaClass() {...},62,0,4,0,15,0,7,0,5,0
JaCoCo Coverage Report,groovy.util,ProxyGenerator.CacheKey,225,0,40,0,36,0,25,0,5,0
JaCoCo Coverage Report,groovy.util,ObservableSet.ElementRemovedEvent,7,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultReferenceResolver,5,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableSet.ChangeType,70,0,0,0,4,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObservableList.MultiElementAddedEvent,24,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableSet,467,0,58,0,121,0,63,0,34,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.ReflectionClassNameResolver,130,0,10,0,23,0,7,0,2,0
JaCoCo Coverage Report,groovy.util,BuilderSupport,299,0,31,0,76,0,29,0,12,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.NodeReference,37,0,0,0,7,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,DelegatingScript,70,0,2,0,21,0,8,0,7,0
JaCoCo Coverage Report,groovy.util,FileTreeBuilder,263,0,16,0,39,0,17,0,9,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.ObjectBeanFactory,100,0,10,0,19,0,7,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableSet.MultiElementAddedEvent,23,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,GroovyCollections,404,0,42,0,93,0,41,0,20,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine.LocalData,13,0,0,0,3,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine,643,0,60,0,151,0,61,0,31,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultRelationNameResolver,48,0,4,0,7,0,5,0,3,0
JaCoCo Coverage Report,groovy.util,FactoryBuilderSupport,1236,693,116,44,249,158,132,50,62,40
JaCoCo Coverage Report,groovy.util,ObservableSet.ElementClearedEvent,23,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ProxyGenerator.CacheKey.ClassReference,45,0,10,0,11,0,8,0,3,0
JaCoCo Coverage Report,groovy.util,FileNameByRegexFinder,79,0,4,0,4,0,4,0,2,0
JaCoCo Coverage Report,groovy.util,MapEntry,82,0,8,0,17,0,14,0,10,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultChildPropertySetter,27,0,4,0,8,0,4,0,2,0
JaCoCo Coverage Report,groovy.util,AbstractFactory,3,12,0,0,2,7,2,7,2,7
JaCoCo Coverage Report,groovy.util,PermutationGenerator,236,0,18,0,47,0,17,0,8,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parse_closure2,60,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parse_closure4,140,0,4,0,10,0,4,0,2,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parse_closure3,61,0,0,0,3,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parse_closure6,44,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parse_closure5,554,0,26,0,38,0,15,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableList.ElementAddedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObservableList.ElementRemovedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ResourceException,16,0,0,0,8,0,4,0,4,0
JaCoCo Coverage Report,groovy.util,ObservableList.ElementClearedEvent,24,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableSet.ObservableIterator,53,0,0,0,13,0,5,0,5,0
JaCoCo Coverage Report,groovy.util,ObservableSet.MultiElementRemovedEvent,23,0,2,0,6,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ConfigBinding,32,0,0,0,5,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,NodeList,235,0,34,0,67,0,28,0,11,0
JaCoCo Coverage Report,groovy.util,ClosureComparator,23,0,0,0,5,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableList.ElementUpdatedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,Proxy,34,0,0,0,11,0,6,0,6,0
JaCoCo Coverage Report,groovy.util,ProxyGenerator,347,0,26,0,67,0,41,0,28,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultIdentifierResolver,5,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,FactoryBuilderSupport.new AbstractFactory() {...},21,0,2,0,4,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.ObjectRefFactory,160,0,16,0,40,0,13,0,5,0
JaCoCo Coverage Report,groovy.util,ConfigObject,706,0,74,0,157,0,71,0,34,0
JaCoCo Coverage Report,groovy.util,ObservableMap.PropertyUpdatedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ObservableList.ObservableListIterator,53,0,0,0,14,0,8,0,8,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultNewInstanceResolver,6,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,NodeBuilder,44,0,0,0,8,0,8,0,8,0
JaCoCo Coverage Report,groovy.util,ObservableMap.PropertyRemovedEvent,8,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ScriptException,16,0,0,0,8,0,4,0,4,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.ObjectFactory,219,0,32,0,59,0,22,0,6,0
JaCoCo Coverage Report,groovy.util,ProxyGenerator.new DelegatingMetaClass() {...},9,0,0,0,2,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder,628,0,58,0,148,0,60,0,31,0
JaCoCo Coverage Report,groovy.util,ObjectGraphBuilder.DefaultClassNameResolver,25,0,2,0,5,0,3,0,2,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine.ScriptClassLoader.new ClassNodeResolver() {...},112,0,8,0,23,0,6,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableSet.ElementAddedEvent,7,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,groovy.util,ConfigSlurper._parseKey_closure1,33,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,groovy.util,ObservableMap.MultiPropertyEvent,50,0,4,0,10,0,5,0,3,0
JaCoCo Coverage Report,groovy.util,GroovyScriptEngine.ScriptCacheEntry,29,0,0,0,9,0,2,0,2,0
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,PositionConfigureUtils,33,167,3,5,9,39,4,9,2,7
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,StringUtils.new Closure() {...},25,0,2,0,4,0,3,0,2,0
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,StringUtils.new Closure() {...},25,0,2,0,4,0,3,0,2,0
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,StringUtils.new Closure() {...},31,0,4,0,5,0,4,0,2,0
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,StringUtils.new Closure() {...},12,0,2,0,4,0,3,0,2,0
JaCoCo Coverage Report,org.apache.groovy.parser.antlr4.util,StringUtils,234,88,37,7,46,20,31,7,10,6
JaCoCo Coverage Report,org.codehaus.groovy.classgen.asm.indy,InvokeDynamicWriter,80,377,14,24,15,78,15,19,3,12
JaCoCo Coverage Report,org.codehaus.groovy.classgen.asm.indy,IndyBinHelper,16,4,0,0,2,2,1,1,1,1
JaCoCo Coverage Report,org.codehaus.groovy.classgen.asm.indy,IndyCallSiteWriter,17,22,0,0,7,8,5,4,5,4
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ClassExpression,16,16,0,0,1,7,1,4,1,4
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,PostfixExpression,80,0,0,0,17,0,9,0,9,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,UnaryPlusExpression,33,6,0,0,10,3,6,1,6,1
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ArgumentListExpression,19,62,0,2,8,16,4,7,4,6
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ArrayExpression,133,179,11,25,13,40,14,21,5,12
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,BitwiseNegationExpression,31,6,0,0,9,3,5,1,5,1
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,SpreadMapExpression,44,0,0,0,12,0,6,0,6,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,PropertyExpression,37,130,3,3,4,37,6,16,3,16
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ConstructorCallExpression,43,101,5,9,7,23,8,12,3,10
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,EmptyExpression,6,8,0,0,3,3,2,2,2,2
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,AttributeExpression,32,54,4,0,5,14,3,4,1,4
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,SpreadExpression,44,0,0,0,12,0,6,0,6,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ListExpression,85,27,4,0,21,10,9,4,7,4
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MapExpression,155,0,8,0,35,0,14,0,10,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,BooleanExpression,0,36,0,0,0,12,0,5,0,5
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,Expression,51,42,4,2,9,11,3,6,1,5
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,BinaryExpression,87,99,5,1,13,24,8,10,5,10
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MethodCallExpression.new TupleExpression() {...},4,7,0,0,1,2,1,2,1,2
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,PrefixExpression,80,0,0,0,17,0,9,0,9,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,DeclarationExpression,103,118,15,5,26,31,12,9,3,8
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,FieldExpression,39,32,0,0,6,12,4,8,4,8
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ClosureExpression,23,63,0,6,3,18,2,12,2,9
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,LambdaExpression,36,0,2,0,11,0,6,0,5,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ClosureListExpression,84,0,4,0,24,0,9,0,7,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ElvisOperatorExpression,41,0,0,0,13,0,4,0,4,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,NamedArgumentListExpression,25,0,0,0,9,0,3,0,3,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MethodPointerExpression,92,0,6,0,23,0,11,0,8,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,TernaryExpression,25,75,0,0,1,22,1,8,1,8
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,EmptyExpression.new EmptyExpression() {...},38,3,0,0,23,1,12,1,12,1
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,StaticMethodCallExpression,61,48,0,0,9,15,7,6,7,6
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,VariableExpression,34,191,4,20,3,49,6,33,3,24
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,CastExpression,40,90,0,0,7,24,4,11,4,11
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MethodReferenceExpression,71,0,4,0,16,0,6,0,4,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,UnaryMinusExpression,33,6,0,0,10,3,6,1,6,1
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,NotExpression,26,0,0,0,9,0,4,0,4,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,RangeExpression,110,0,8,0,23,0,14,0,10,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,GStringExpression,161,0,8,0,41,0,17,0,13,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MethodCallExpression,79,236,11,13,10,66,12,27,2,25
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,MapEntryExpression,67,0,0,0,17,0,8,0,8,0
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,TupleExpression,51,108,0,4,13,32,5,12,5,10
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,ConstantExpression,19,154,1,19,4,38,4,20,3,11
JaCoCo Coverage Report,org.codehaus.groovy.ast.expr,AnnotationConstantExpression,49,0,2,0,11,0,4,0,3,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,LocalVariablesSorter,480,0,59,0,120,0,49,0,15,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,ClassRemapper,361,0,30,0,76,0,36,0,21,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,TryCatchBlockSorter,61,0,6,0,13,0,6,0,3,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,JSRInlinerAdapter.Instantiation,163,0,22,0,38,0,19,0,8,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,ModuleResolutionAttribute,29,0,0,0,9,0,4,0,4,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,StaticInitMerger,103,0,6,0,23,0,8,0,5,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,SerialVersionUIDAdder,435,0,48,0,86,0,36,0,12,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,CodeSizeEvaluator,414,0,32,0,83,0,33,0,17,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,MethodRemapper,368,0,32,0,90,0,37,0,21,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,ModuleTargetAttribute,37,0,2,0,9,0,5,0,4,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,GeneratorAdapter,1478,0,166,0,400,0,187,0,90,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,FieldRemapper,74,0,4,0,18,0,8,0,6,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,TryCatchBlockSorter.new Comparator() {...},32,0,0,0,5,0,3,0,3,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,SerialVersionUIDAdder.Item,50,0,6,0,13,0,7,0,4,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,JSRInlinerAdapter,610,0,76,0,138,0,47,0,9,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,InstructionAdapter,1793,0,292,0,636,0,322,0,102,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,SimpleRemapper,98,0,8,0,15,0,11,0,7,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,AnalyzerAdapter,1495,0,207,0,422,0,162,0,28,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,AnnotationRemapper,161,0,18,0,38,0,21,0,12,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,RecordComponentRemapper,74,0,4,0,18,0,8,0,6,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,Remapper,347,0,44,0,86,0,42,0,19,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,Method,328,0,26,0,72,0,28,0,15,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,ModuleHashesAttribute,155,0,8,0,40,0,8,0,4,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,AdviceAdapter,839,0,146,0,217,0,113,0,26,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,SignatureRemapper,184,0,2,0,49,0,19,0,18,0
JaCoCo Coverage Report,groovyjarjarasm.asm.commons,ModuleRemapper,141,0,10,0,32,0,14,0,9,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.VersionProvider,55,0,0,0,2,0,1,0,1,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,FileSystemCompiler,291,198,41,19,69,58,40,11,12,9
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain._main_closure2,23,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain._main_closure1,16,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall._run_closure2,30,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall._run_closure1,30,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall._run_closure3,44,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Install._run_closure1,36,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,FileSystemCompiler.VersionProvider,22,3,0,0,2,1,1,1,1,1
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain,290,0,12,0,25,0,10,0,4,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall,143,0,6,0,12,0,4,0,1,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,RootLoader,208,0,16,0,46,0,18,0,10,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,FileSystemCompiler.CompilationOptions,143,68,30,8,28,19,21,3,2,3
JaCoCo Coverage Report,org.codehaus.groovy.tools,StringHelper,114,0,20,0,36,0,16,0,6,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Install,140,0,0,0,7,0,1,0,1,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,Compiler,77,0,0,0,23,0,7,0,7,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain._init_closure3,19,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.ListCommand._run_closure1._closure2,120,0,0,0,3,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Resolve._run_closure1,70,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall._run_closure1._closure4,99,0,22,0,1,0,13,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Uninstall._run_closure2._closure5,84,0,12,0,2,0,8,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.ListCommand,127,0,0,0,11,0,1,0,1,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.Resolve,517,0,28,0,50,0,15,0,1,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GroovyClass,0,19,0,0,0,7,0,4,0,4
JaCoCo Coverage Report,org.codehaus.groovy.tools,Utilities,39,37,10,2,7,8,7,4,2,3
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeMain.ListCommand._run_closure1,50,0,0,0,1,0,2,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GroovyStarter,222,0,32,0,67,0,24,0,7,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,ErrorReporter,132,65,14,4,32,22,15,6,6,6
JaCoCo Coverage Report,org.codehaus.groovy.tools,DgmConverter,656,0,46,0,138,0,30,0,7,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,GrapeUtil,107,0,20,0,17,0,12,0,2,0
JaCoCo Coverage Report,org.codehaus.groovy.tools,LoaderConfiguration,626,0,94,0,136,0,62,0,15,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,NumberMath,452,0,78,0,82,0,78,0,39,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,DefaultTypeTransformation,1873,51,397,9,443,13,251,7,50,5
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,LongMath,127,0,0,0,21,0,19,0,19,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,BigIntegerMath,91,0,0,0,17,0,17,0,17,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,FloatingPointMath,60,0,0,0,10,0,10,0,10,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,IntegerMath,117,0,0,0,20,0,18,0,18,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,ShortTypeHandling,156,9,38,2,30,3,24,1,4,1
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,NumberMathModificationInfo,6342,0,592,0,1147,0,916,0,620,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,GroovyCastException,153,0,24,0,29,0,17,0,5,0
JaCoCo Coverage Report,org.codehaus.groovy.runtime.typehandling,BigDecimalMath,98,0,2,0,19,0,10,0,9,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,Rule,752,0,108,0,147,0,82,0,28,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,ToolMessage,18,0,0,0,6,0,3,0,3,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,AttributeDict,136,0,6,0,22,0,12,0,9,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,Alternative,239,0,46,0,42,0,32,0,9,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,LexerGrammar,75,0,12,0,19,0,13,0,7,0
JaCoCo Coverage Report,groovyjarjarantlr4.v4.tool,LeftRecursionCyclesMessage,54,0,10,0,14,0,7,0,2,0
